IsoDatetime,forced_outages_mw,planned_outages_mw,forced_outages_uncertainty_mw,planned_outages_uncertainty_mw
2016-10-09T18:00:00,2163.0,1308.0,0.0,0.0
2016-10-09T19:00:00,2163.0,1308.0,0.0,0.0
2016-10-09T20:00:00,2163.0,1308.0,0.0,0.0
2016-10-09T21:00:00,2163.0,1798.0,0.0,0.0
2016-10-09T22:00:00,2163.0,1553.0,0.0,0.0
2016-10-09T23:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T00:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T01:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T02:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T03:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T04:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T05:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T06:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T07:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T08:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T09:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T10:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T11:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T12:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T13:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T14:00:00,2363.0,1308.0,0.0,0.0
2016-10-10T15:00:00,2213.0,1308.0,0.0,0.0
2016-10-10T16:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T17:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T18:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T19:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T20:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T21:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T22:00:00,2163.0,1308.0,0.0,0.0
2016-10-10T23:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T00:00:00,2163.0,1278.0,0.0,0.0
2016-10-11T01:00:00,2163.0,1278.0,0.0,0.0
2016-10-11T02:00:00,2163.0,1278.0,0.0,0.0
2016-10-11T03:00:00,2163.0,1278.0,0.0,0.0
2016-10-11T04:00:00,2163.0,1278.0,0.0,0.0
2016-10-11T05:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T06:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T07:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T08:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T09:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T10:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T11:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T12:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T13:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T14:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T15:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T16:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T17:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T18:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T19:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T20:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T21:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T22:00:00,2163.0,1190.0,0.0,0.0
2016-10-11T23:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T00:00:00,2163.0,1278.0,0.0,0.0
2016-10-12T01:00:00,2163.0,1278.0,0.0,0.0
2016-10-12T02:00:00,2163.0,1278.0,0.0,0.0
2016-10-12T03:00:00,2163.0,1278.0,0.0,0.0
2016-10-12T04:00:00,2163.0,1256.0,0.0,0.0
2016-10-12T05:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T06:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T07:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T08:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T09:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T10:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T11:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T12:00:00,2163.0,1190.0,0.0,0.0
2016-10-12T13:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T14:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T15:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T16:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T17:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T18:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T19:00:00,2358.0,1308.0,0.0,0.0
2016-10-12T20:00:00,2358.0,1396.0,0.0,0.0
2016-10-12T21:00:00,2163.0,1396.0,0.0,0.0
2016-10-12T22:00:00,2163.0,1308.0,0.0,0.0
2016-10-12T23:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T00:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T01:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T02:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T03:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T04:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T05:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T06:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T07:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T08:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T09:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T10:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T11:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T12:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T13:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T14:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T15:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T16:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T17:00:00,2163.0,1308.0,0.0,0.0
2016-10-13T18:00:00,2163.0,1431.0,0.0,0.0
2016-10-13T19:00:00,2163.0,1431.0,0.0,0.0
2016-10-13T20:00:00,2163.0,1431.0,0.0,0.0
2016-10-13T21:00:00,2163.0,1431.0,0.0,0.0
2016-10-13T22:00:00,2163.0,1431.0,0.0,0.0
2016-10-13T23:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T00:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T01:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T02:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T03:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T04:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T05:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T06:00:00,2598.0,1431.0,0.0,0.0
2016-10-14T07:00:00,2380.5,1431.0,0.0,0.0
2016-10-14T08:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T09:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T10:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T11:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T12:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T13:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T14:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T15:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T16:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T17:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T18:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T19:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T20:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T21:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T22:00:00,2163.0,1431.0,0.0,0.0
2016-10-14T23:00:00,2163.0,1431.0,0.0,0.0
2016-10-15T00:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T01:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T02:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T03:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T04:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T05:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T06:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T07:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T08:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T09:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T10:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T11:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T12:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T13:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T14:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T15:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T16:00:00,2163.0,1791.0,0.0,0.0
2016-10-15T17:00:00,2163.0,2422.0,0.0,0.0
2016-10-15T18:00:00,2163.0,2422.0,0.0,0.0
2016-10-15T19:00:00,2163.0,2422.0,0.0,0.0
2016-10-15T20:00:00,2163.0,2422.0,0.0,0.0
2016-10-15T21:00:00,2163.0,2422.0,0.0,0.0
2016-10-15T22:00:00,2163.0,2062.0,0.0,0.0
2016-10-15T23:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T00:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T01:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T02:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T03:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T04:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T05:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T06:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T07:00:00,2163.0,2062.0,0.0,0.0
2016-10-16T08:00:00,2163.0,1967.6,0.0,0.0
2016-10-16T09:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T10:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T11:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T12:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T13:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T14:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T15:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T16:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T17:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T18:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T19:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T20:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T21:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T22:00:00,2163.0,1944.0,0.0,0.0
2016-10-16T23:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T00:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T01:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T02:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T03:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T04:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T05:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T06:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T07:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T08:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T09:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T10:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T11:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T12:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T13:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T14:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T15:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T16:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T17:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T18:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T19:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T20:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T21:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T22:00:00,2163.0,1944.0,0.0,0.0
2016-10-17T23:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T00:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T01:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T02:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T03:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T04:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T05:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T06:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T07:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T08:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T09:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T10:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T11:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T12:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T13:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T14:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T15:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T16:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T17:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T18:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T19:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T20:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T21:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T22:00:00,2163.0,1944.0,0.0,0.0
2016-10-18T23:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T00:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T01:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T02:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T03:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T04:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T05:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T06:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T07:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T08:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T09:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T10:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T11:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T12:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T13:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T14:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T15:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T16:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T17:00:00,2163.0,1944.0,0.0,0.0
2016-10-19T18:00:00,2163.0,1944.0,0.0,0.0
